pair,year,a,b,c,d,label
BUDESONIDE|TOTAL LUNG CAPACITY ABNORMAL,2025,2,1304,521,1557302,0
BUDESONIDE|VASCULITIS,2024,3,446,160,451629,0
BUDESONIDE|VASCULITIS,2025,2,1304,651,1557172,0
BUDESONIDE|WEIGHT DECREASED,2024,6,443,2383,449406,0
BUDESONIDE|WEIGHT DECREASED,2025,4,1302,4877,1552946,0
BUMETANIDE|DYSPNOEA,2024,4,63,2666,449505,1
BUMETANIDE|DYSPNOEA,2025,11,368,12943,1545807,1
BUPIVACAINE HYDROCHLORIDE|NECROTISING FASCIITIS,2024,6,0,15,452217,0
BUPIVACAINE HYDROCHLORIDE|NECROTISING FASCIITIS,2025,0,35,17,1559077,0
BUPROPION|DIARRHOEA,2024,3,92,3042,449101,0
BUPROPION|DIARRHOEA,2025,6,1143,13292,1544688,0
BUPROPION|INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,2024,3,92,1707,450436,0
BUPROPION|INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,2025,1,1148,4473,1553507,0
BUPROPION|OFF LABEL USE,2024,6,89,6561,445582,0
BUPROPION|OFF LABEL USE,2025,29,1120,27915,1530065,0
BUPROPION|PRESCRIBED OVERDOSE,2024,3,92,1637,450506,1
BUPROPION|PRESCRIBED OVERDOSE,2025,16,1133,6002,1551978,1
BUPROPION HYDROCHLORIDE|ASTHMA,2024,5,128,1822,450283,0
BUPROPION HYDROCHLORIDE|ASTHMA,2025,2,500,8183,1550444,0
BUPROPION HYDROCHLORIDE|EXPOSURE DURING PREGNANCY,2024,5,128,1431,450674,1
BUPROPION HYDROCHLORIDE|EXPOSURE DURING PREGNANCY,2025,5,497,3920,1554707,1
BUPROPION HYDROCHLORIDE|INFECTION,2024,5,128,2639,449466,1
BUPROPION HYDROCHLORIDE|INFECTION,2025,5,497,6108,1552519,1
BUPROPION HYDROCHLORIDE|PYREXIA,2024,5,128,3172,448933,0
BUPROPION HYDROCHLORIDE|PYREXIA,2025,1,501,9292,1549335,0
BUPROPION HYDROCHLORIDE|RASH,2024,7,126,4183,447922,0
BUPROPION HYDROCHLORIDE|RASH,2025,5,497,10276,1548351,0
BUPROPION HYDROCHLORIDE|RASH ERYTHEMATOUS,2024,5,128,348,451757,0
BUPROPION HYDROCHLORIDE|RASH ERYTHEMATOUS,2025,0,502,431,1558196,0
BUPROPION HYDROCHLORIDE|RHEUMATOID ARTHRITIS,2024,5,128,2301,449804,0
BUPROPION HYDROCHLORIDE|RHEUMATOID ARTHRITIS,2025,3,499,7121,1551506,0
BUPROPION HYDROCHLORIDE|THROMBOCYTOPENIA,2024,5,128,715,451390,0
BUPROPION HYDROCHLORIDE|THROMBOCYTOPENIA,2025,0,502,1996,1556631,0
BUPROPION HYDROCHLORIDE|UPPER RESPIRATORY TRACT INFECTION,2024,5,128,1239,450866,0
BUPROPION HYDROCHLORIDE|UPPER RESPIRATORY TRACT INFECTION,2025,2,500,2008,1556619,0
BUSULFAN|ACUTE GRAFT VERSUS HOST DISEASE IN INTESTINE,2024,7,167,61,452003,0
BUSULFAN|ACUTE GRAFT VERSUS HOST DISEASE IN INTESTINE,2025,1,313,43,1558772,0
BUSULFAN|ACUTE GRAFT VERSUS HOST DISEASE IN SKIN,2024,3,171,36,452028,1
BUSULFAN|ACUTE GRAFT VERSUS HOST DISEASE IN SKIN,2025,5,309,79,1558736,1
BUSULFAN|CHRONIC GRAFT VERSUS HOST DISEASE,2024,5,169,51,452013,1
BUSULFAN|CHRONIC GRAFT VERSUS HOST DISEASE,2025,7,307,79,1558736,1
BUSULFAN|GRAFT COMPLICATION,2024,5,169,49,452015,0
BUSULFAN|GRAFT COMPLICATION,2025,0,314,0,1558815,0
BUSULFAN|GRAFT VERSUS HOST DISEASE,2024,7,167,83,451981,0
BUSULFAN|GRAFT VERSUS HOST DISEASE,2025,1,313,56,1558759,0
BUSULFAN|GRAFT VERSUS HOST DISEASE IN GASTROINTESTINAL TRACT,2024,3,171,67,451997,1
BUSULFAN|GRAFT VERSUS HOST DISEASE IN GASTROINTESTINAL TRACT,2025,3,311,92,1558723,1
BUSULFAN|INFECTION,2024,6,168,2638,449426,0
BUSULFAN|INFECTION,2025,1,313,6112,1552703,0
BUSULFAN|OFF LABEL USE,2024,10,164,6557,445507,1
BUSULFAN|OFF LABEL USE,2025,19,295,27925,1530890,1
BUSULFAN|PRODUCT USE IN UNAPPROVED INDICATION,2024,4,170,2281,449783,1
BUSULFAN|PRODUCT USE IN UNAPPROVED INDICATION,2025,6,308,9458,1549357,1
BUSULFAN|SEPTIC SHOCK,2024,6,168,273,451791,1
BUSULFAN|SEPTIC SHOCK,2025,6,308,738,1558077,1
BUSULFAN|THROMBOCYTOPENIA,2024,3,171,717,451347,0
BUSULFAN|THROMBOCYTOPENIA,2025,1,313,1995,1556820,0
BUSULFAN|VENOOCCLUSIVE LIVER DISEASE,2024,5,169,49,452015,0
BUSULFAN|VENOOCCLUSIVE LIVER DISEASE,2025,2,312,185,1558630,0
BUTYLSCOPOLAMINE BROMIDE|VASCULAR DEVICE INFECTION,2024,4,53,546,451635,1
BUTYLSCOPOLAMINE BROMIDE|VASCULAR DEVICE INFECTION,2025,8,473,924,1557724,1
BYDUREON BCISE|MALNUTRITION,2024,3,6,103,452126,0
BYDUREON BCISE|MALNUTRITION,2025,0,10,264,1558855,0
BYDUREON BCISE|OFF LABEL USE,2024,3,6,6564,445665,0
BYDUREON BCISE|OFF LABEL USE,2025,1,9,27943,1531176,0
BYDUREON BCISE|VOLVULUS,2024,3,6,44,452185,0
BYDUREON BCISE|VOLVULUS,2025,0,10,8,1559111,0
CABERGOLINE|ABDOMINAL PAIN UPPER,2024,3,280,1457,450498,0
CABERGOLINE|ABDOMINAL PAIN UPPER,2025,0,84,5802,1553243,0
CABERGOLINE|ACNE,2024,3,280,90,451865,0
CABERGOLINE|ACNE,2025,0,84,269,1558776,0
CABERGOLINE|APHTHOUS ULCER,2024,3,280,120,451835,0
CABERGOLINE|APHTHOUS ULCER,2025,0,84,100,1558945,0
CABERGOLINE|AXILLARY PAIN,2024,3,280,39,451916,0
CABERGOLINE|AXILLARY PAIN,2025,0,84,9,1559036,0
CABERGOLINE|BONE PAIN,2024,3,280,153,451802,0
CABERGOLINE|BONE PAIN,2025,0,84,531,1558514,0
CABERGOLINE|COUGH,2024,3,280,1534,450421,0
CABERGOLINE|COUGH,2025,0,84,5668,1553377,0
CABERGOLINE|CYST,2024,3,280,42,451913,0
CABERGOLINE|CYST,2025,0,84,94,1558951,0
CABERGOLINE|DEPENDENCE,2024,3,280,13,451942,0
CABERGOLINE|DEPENDENCE,2025,0,84,89,1558956,0
CABERGOLINE|DERMATITIS,2024,3,280,67,451888,0
CABERGOLINE|DERMATITIS,2025,0,84,341,1558704,0
CABERGOLINE|DIZZINESS,2024,4,279,2353,449602,0
CABERGOLINE|DIZZINESS,2025,1,83,9342,1549703,0
CABERGOLINE|DRUG INTOLERANCE,2024,3,280,1527,450428,0
CABERGOLINE|DRUG INTOLERANCE,2025,0,84,9057,1549988,0
CABERGOLINE|DRY SKIN,2024,4,279,366,451589,0
CABERGOLINE|DRY SKIN,2025,1,83,1121,1557924,0
CABERGOLINE|DYSPHAGIA,2024,3,280,253,451702,0
CABERGOLINE|DYSPHAGIA,2025,0,84,1406,1557639,0
CABERGOLINE|ERYTHEMA,2024,4,279,504,451451,0
CABERGOLINE|ERYTHEMA,2025,1,83,1876,1557169,0
CABERGOLINE|EXCESSIVE GRANULATION TISSUE,2024,3,280,39,451916,0
CABERGOLINE|EXCESSIVE GRANULATION TISSUE,2025,0,84,0,1559045,0
CABERGOLINE|EYE ALLERGY,2024,3,280,39,451916,0
CABERGOLINE|EYE ALLERGY,2025,0,84,9,1559036,0
CABERGOLINE|EYE PRURITUS,2024,3,280,139,451816,0
CABERGOLINE|EYE PRURITUS,2025,0,84,277,1558768,0
CABERGOLINE|FEELING HOT,2024,3,280,369,451586,0
CABERGOLINE|FEELING HOT,2025,0,84,2699,1556346,0
CABERGOLINE|FEELING OF DESPAIR,2024,3,280,0,451955,0
CABERGOLINE|FEELING OF DESPAIR,2025,0,84,38,1559007,0
CABERGOLINE|FOREIGN BODY,2024,3,280,39,451916,0
CABERGOLINE|FOREIGN BODY,2025,0,84,0,1559045,0
CABERGOLINE|FURUNCLE,2024,3,280,39,451916,0
CABERGOLINE|FURUNCLE,2025,0,84,35,1559010,0
CABERGOLINE|GAMBLING DISORDER,2024,3,280,0,451955,0
CABERGOLINE|GAMBLING DISORDER,2025,0,84,38,1559007,0
CABERGOLINE|GASTRITIS,2024,3,280,136,451819,0
CABERGOLINE|GASTRITIS,2025,0,84,264,1558781,0
CABERGOLINE|HAEMORRHAGE,2024,3,280,274,451681,0
CABERGOLINE|HAEMORRHAGE,2025,0,84,822,1558223,0
CABERGOLINE|HYPOPHAGIA,2024,4,279,130,451825,0
CABERGOLINE|HYPOPHAGIA,2025,1,83,254,1558791,0
CABERGOLINE|ILLNESS,2024,3,280,741,451214,0
CABERGOLINE|ILLNESS,2025,0,84,1906,1557139,0
CABERGOLINE|MADAROSIS,2024,3,280,39,451916,0
CABERGOLINE|MADAROSIS,2025,0,84,14,1559031,0
CABERGOLINE|MEMORY IMPAIRMENT,2024,4,279,1755,450200,0
CABERGOLINE|MEMORY IMPAIRMENT,2025,1,83,5735,1553310,0
CABERGOLINE|MUCOSAL INFLAMMATION,2024,3,280,145,451810,0
CABERGOLINE|MUCOSAL INFLAMMATION,2025,0,84,545,1558500,0
CABERGOLINE|MUSCLE SPASMS,2024,4,279,1799,450156,0
CABERGOLINE|MUSCLE SPASMS,2025,1,83,4951,1554094,0
CABERGOLINE|MYOFASCITIS,2024,3,280,39,451916,0
CABERGOLINE|MYOFASCITIS,2025,0,84,0,1559045,0
CABERGOLINE|NAIL DISCOLOURATION,2024,3,280,94,451861,0
CABERGOLINE|NAIL DISCOLOURATION,2025,0,84,18,1559027,0
CABERGOLINE|NAIL DISORDER,2024,3,280,1025,450930,0
CABERGOLINE|NAIL DISORDER,2025,0,84,1614,1557431,0
CABERGOLINE|NAUSEA,2024,6,277,3681,448274,0
CABERGOLINE|NAUSEA,2025,0,84,15023,1544022,0
CABERGOLINE|ONYCHOLYSIS,2024,3,280,74,451881,0
CABERGOLINE|ONYCHOLYSIS,2025,0,84,6,1559039,0
CABERGOLINE|OROPHARYNGEAL PAIN,2024,3,280,515,451440,0
CABERGOLINE|OROPHARYNGEAL PAIN,2025,0,84,1384,1557661,0
CABERGOLINE|PSORIASIS,2024,3,280,1312,450643,0
CABERGOLINE|PSORIASIS,2025,0,84,2775,1556270,0
CABERGOLINE|RADIATION INJURY,2024,3,280,57,451898,0
CABERGOLINE|RADIATION INJURY,2025,0,84,34,1559011,0
CABERGOLINE|RASH MACULAR,2024,3,280,143,451812,0
CABERGOLINE|RASH MACULAR,2025,0,84,237,1558808,0
CABERGOLINE|RHINITIS,2024,3,280,101,451854,0
CABERGOLINE|RHINITIS,2025,0,84,142,1558903,0
CABERGOLINE|SCAB,2024,3,280,84,451871,0
CABERGOLINE|SCAB,2025,0,84,39,1559006,0
CABERGOLINE|SENSITIVE SKIN,2024,3,280,74,451881,0
CABERGOLINE|SENSITIVE SKIN,2025,0,84,85,1558960,0
CABERGOLINE|SKIN DEPIGMENTATION,2024,3,280,42,451913,0
CABERGOLINE|SKIN DEPIGMENTATION,2025,0,84,12,1559033,0
CABERGOLINE|SKIN EXFOLIATION,2024,3,280,222,451733,0
CABERGOLINE|SKIN EXFOLIATION,2025,0,84,1215,1557830,0
CABERGOLINE|SKIN HYPERPIGMENTATION,2024,3,280,1266,450689,0
CABERGOLINE|SKIN HYPERPIGMENTATION,2025,0,84,62,1558983,0
CABERGOLINE|SKIN LESION,2024,3,280,68,451887,0
CABERGOLINE|SKIN LESION,2025,0,84,445,1558600,0
CABERGOLINE|SOFT TISSUE DISORDER,2024,3,280,39,451916,0
CABERGOLINE|SOFT TISSUE DISORDER,2025,0,84,4,1559041,0
CABERGOLINE|SUBCUTANEOUS ABSCESS,2024,3,280,127,451828,0
CABERGOLINE|SUBCUTANEOUS ABSCESS,2025,0,84,50,1558995,0
CABERGOLINE|TENDONITIS,2024,3,280,43,451912,0
CABERGOLINE|TENDONITIS,2025,0,84,72,1558973,0
CABERGOLINE|THROAT IRRITATION,2024,3,280,237,451718,0
CABERGOLINE|THROAT IRRITATION,2025,0,84,801,1558244,0
CABERGOLINE|TOOTH ABSCESS,2024,3,280,56,451899,0
CABERGOLINE|TOOTH ABSCESS,2025,0,84,94,1558951,0
CABERGOLINE|VITILIGO,2024,3,280,64,451891,0
CABERGOLINE|VITILIGO,2025,0,84,20,1559025,0
CABOMETYX|ABDOMINAL PAIN,2024,4,40,864,451330,0
CABOMETYX|ABDOMINAL PAIN,2025,1,152,5635,1553341,0
CABOMETYX|ANAL FISSURE,2024,4,40,41,452153,0
CABOMETYX|ANAL FISSURE,2025,0,153,126,1558850,0
CABOMETYX|ANAL FISSURE HAEMORRHAGE,2024,4,40,0,452194,0
CABOMETYX|ANAL FISSURE HAEMORRHAGE,2025,0,153,0,1558976,0
CABOMETYX|CACHEXIA,2024,8,36,0,452194,0
CABOMETYX|CACHEXIA,2025,0,153,30,1558946,0
CABOMETYX|DIARRHOEA,2024,4,40,3041,449153,1
CABOMETYX|DIARRHOEA,2025,15,138,13283,1545693,1
CABOMETYX|FATIGUE,2024,4,40,4301,447893,1
CABOMETYX|FATIGUE,2025,6,147,15625,1543351,1
CABOMETYX|NAUSEA,2024,4,40,3683,448511,1
CABOMETYX|NAUSEA,2025,6,147,15017,1543959,1
CABOMETYX|OFF LABEL USE,2024,4,40,6563,445631,0
CABOMETYX|OFF LABEL USE,2025,6,147,27938,1531038,0
CABOMETYX|PAIN,2024,4,40,3702,448492,0
CABOMETYX|PAIN,2025,1,152,13933,1545043,0
CABOMETYX|PNEUMONIA,2024,4,40,3022,449172,0
CABOMETYX|PNEUMONIA,2025,0,153,9875,1549101,0
CABOTEGRAVIR|ACUTE HEPATITIS B,2024,3,3,2,452230,0
CABOTEGRAVIR|ACUTE HEPATITIS B,2025,0,53,11,1559065,0
CABOTEGRAVIR|HEPATITIS B REACTIVATION,2024,3,3,2,452230,0
CABOTEGRAVIR|HEPATITIS B REACTIVATION,2025,0,53,21,1559055,0
CABOZANTINIB|ANURIA,2024,4,96,7,452131,0
CABOZANTINIB|ANURIA,2025,0,191,229,1558709,0
CABOZANTINIB|ASTHENIA,2024,8,92,1852,450286,0
CABOZANTINIB|ASTHENIA,2025,1,190,9077,1549861,0
CABOZANTINIB|DECREASED APPETITE,2024,8,92,2223,449915,1
CABOZANTINIB|DECREASED APPETITE,2025,9,182,10285,1548653,1
CABOZANTINIB|DIARRHOEA,2024,8,92,3037,449101,1
CABOZANTINIB|DIARRHOEA,2025,9,182,13289,1545649,1
CABOZANTINIB|DYSPHONIA,2024,6,94,308,451830,0
CABOZANTINIB|DYSPHONIA,2025,0,191,1364,1557574,0
CABOZANTINIB|FATIGUE,2024,4,96,4301,447837,1
CABOZANTINIB|FATIGUE,2025,5,186,15626,1543312,1
CABOZANTINIB|GASTRIC ANTRAL VASCULAR ECTASIA,2024,4,96,28,452110,0
CABOZANTINIB|GASTRIC ANTRAL VASCULAR ECTASIA,2025,0,191,8,1558930,0
CABOZANTINIB|GENERAL PHYSICAL HEALTH DETERIORATION,2024,8,92,2621,449517,0
CABOZANTINIB|GENERAL PHYSICAL HEALTH DETERIORATION,2025,0,191,9174,1549764,0
CABOZANTINIB|HEPATIC CYTOLYSIS,2024,4,96,142,451996,0
CABOZANTINIB|HEPATIC CYTOLYSIS,2025,0,191,527,1558411,0
CABOZANTINIB|MUCOSAL INFLAMMATION,2024,6,94,142,451996,0
CABOZANTINIB|MUCOSAL INFLAMMATION,2025,0,191,545,1558393,0
CABOZANTINIB|NAUSEA,2024,6,94,3681,448457,1
CABOZANTINIB|NAUSEA,2025,9,182,15014,1543924,1
CABOZANTINIB|PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,2024,6,94,48,452090,0
CABOZANTINIB|PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,2025,0,191,136,1558802,0
CABOZANTINIB|PNEUMONITIS,2024,4,96,59,452079,0
CABOZANTINIB|PNEUMONITIS,2025,0,191,400,1558538,0
CABOZANTINIB|THROMBOCYTOPENIA,2024,6,94,714,451424,0
CABOZANTINIB|THROMBOCYTOPENIA,2025,0,191,1996,1556942,0
CAFFEINE|PULMONARY FIBROSIS,2024,3,287,1354,450594,0
CAFFEINE|PULMONARY FIBROSIS,2025,4,1296,3860,1553969,0
CAFFEINE CITRATE|BLEPHAROSPASM,2024,3,222,1223,450790,0
CAFFEINE CITRATE|BLEPHAROSPASM,2025,4,758,3182,1555185,0
CAFFEINE CITRATE|CONTRAINDICATED PRODUCT ADMINISTERED,2024,3,222,1730,450283,1
CAFFEINE CITRATE|CONTRAINDICATED PRODUCT ADMINISTERED,2025,7,755,5960,1552407,1
CAFFEINE CITRATE|EPILEPSY,2024,3,222,1276,450737,1
CAFFEINE CITRATE|EPILEPSY,2025,7,755,3123,1555244,1
CAFFEINE CITRATE|GASTROOESOPHAGEAL REFLUX DISEASE,2024,3,222,1331,450682,0
CAFFEINE CITRATE|GASTROOESOPHAGEAL REFLUX DISEASE,2025,4,758,4097,1554270,0
CAFFEINE CITRATE|MEMORY IMPAIRMENT,2024,3,222,1756,450257,1
CAFFEINE CITRATE|MEMORY IMPAIRMENT,2025,7,755,5729,1552638,1
CAFFEINE CITRATE|MIGRAINE,2024,3,222,1593,450420,1
CAFFEINE CITRATE|MIGRAINE,2025,6,756,4505,1553862,1
CAFFEINE CITRATE|PRODUCT QUALITY ISSUE,2024,3,222,1519,450494,1
CAFFEINE CITRATE|PRODUCT QUALITY ISSUE,2025,4,758,3087,1555280,1
CAFFEINE CITRATE|SWOLLEN JOINT COUNT INCREASED,2024,3,222,1768,450245,1
CAFFEINE CITRATE|SWOLLEN JOINT COUNT INCREASED,2025,5,757,2853,1555514,1
CAFFEINE CITRATE|TASTE DISORDER,2024,3,222,1754,450259,0
CAFFEINE CITRATE|TASTE DISORDER,2025,4,758,3391,1554976,0
CAFFEINE CITRATE|TREATMENT FAILURE,2024,3,222,1614,450399,0
CAFFEINE CITRATE|TREATMENT FAILURE,2025,5,757,5980,1552387,0
CAL C VITA|BACK PAIN,2024,4,88,889,451257,1
CAL C VITA|BACK PAIN,2025,4,100,3411,1555614,1
CAL C VITA|BRAIN OEDEMA,2024,4,88,254,451892,1
CAL C VITA|BRAIN OEDEMA,2025,4,100,895,1558130,1
CAL C VITA|C-REACTIVE PROTEIN INCREASED,2024,4,88,1312,450834,1
CAL C VITA|C-REACTIVE PROTEIN INCREASED,2025,4,100,5240,1553785,1
CAL C VITA|CANDIDA INFECTION,2024,4,88,364,451782,1
CAL C VITA|CANDIDA INFECTION,2025,4,100,1080,1557945,1
CAL C VITA|ECZEMA,2024,4,88,521,451625,1
CAL C VITA|ECZEMA,2025,4,100,1530,1557495,1
CAL C VITA|FATIGUE,2024,4,88,4301,447845,1
CAL C VITA|FATIGUE,2025,4,100,15627,1543398,1
CAL C VITA|METASTASES TO CENTRAL NERVOUS SYSTEM,2024,4,88,247,451899,1
CAL C VITA|METASTASES TO CENTRAL NERVOUS SYSTEM,2025,4,100,871,1558154,1
CAL C VITA|METASTASES TO LYMPH NODES,2024,4,88,233,451913,1
CAL C VITA|METASTASES TO LYMPH NODES,2025,4,100,1002,1558023,1
CAL C VITA|NAIL BED INFLAMMATION,2024,4,88,270,451876,1
CAL C VITA|NAIL BED INFLAMMATION,2025,4,100,804,1558221,1
CAL C VITA|NASAL MUCOSAL DISORDER,2024,4,88,230,451916,1
CAL C VITA|NASAL MUCOSAL DISORDER,2025,4,100,798,1558227,1
CAL C VITA|NAUSEA,2024,4,88,3683,448463,1
CAL C VITA|NAUSEA,2025,4,100,15019,1544006,1
CAL C VITA|OFF LABEL USE,2024,4,88,6563,445583,0
CAL C VITA|OFF LABEL USE,2025,4,100,27940,1531085,0
CAL C VITA|PARONYCHIA,2024,4,88,239,451907,1
CAL C VITA|PARONYCHIA,2025,4,100,845,1558180,1
CAL C VITA|PLEURAL EFFUSION,2024,4,88,727,451419,1
CAL C VITA|PLEURAL EFFUSION,2025,4,100,2186,1556839,1
CAL C VITA|PSEUDOMONAL SEPSIS,2024,4,88,230,451916,1
CAL C VITA|PSEUDOMONAL SEPSIS,2025,4,100,825,1558200,1
CAL C VITA|RESTLESSNESS,2024,4,88,324,451822,1
CAL C VITA|RESTLESSNESS,2025,4,100,1323,1557702,1
CAL C VITA|SEPSIS,2024,4,88,431,451715,1
CAL C VITA|SEPSIS,2025,4,100,3482,1555543,1
CAL C VITA|SKIN FISSURES,2024,4,88,282,451864,1
CAL C VITA|SKIN FISSURES,2025,4,100,932,1558093,1
CAL C VITA|STREPTOCOCCAL SEPSIS,2024,4,88,230,451916,1
CAL C VITA|STREPTOCOCCAL SEPSIS,2025,4,100,827,1558198,1
CAL C VITA|VARICOSE VEIN,2024,4,88,242,451904,1
CAL C VITA|VARICOSE VEIN,2025,4,100,857,1558168,1
CAL C VITA|VASCULAR DEVICE INFECTION,2024,8,84,542,451604,1
CAL C VITA|VASCULAR DEVICE INFECTION,2025,4,100,928,1558097,1
CAL C VITA|VOMITING,2024,4,88,3179,448967,1
CAL C VITA|VOMITING,2025,4,100,12690,1546335,1
CALCITRIOL|OFF LABEL USE,2024,3,35,6564,445636,0
CALCITRIOL|OFF LABEL USE,2025,8,832,27936,1530353,0
CALCIUM|ATRIAL FIBRILLATION,2024,6,922,321,450989,1
CALCIUM|ATRIAL FIBRILLATION,2025,6,2856,1030,1555237,1
CALCIUM|BRAIN NATRIURETIC PEPTIDE INCREASED,2024,6,922,107,451203,0
CALCIUM|BRAIN NATRIURETIC PEPTIDE INCREASED,2025,1,2861,105,1556162,0
CALCIUM|CARDIAC DISORDER,2024,7,921,220,451090,0
CALCIUM|CARDIAC DISORDER,2025,2,2860,575,1555692,0
CALCIUM|CHEST DISCOMFORT,2024,6,922,339,450971,0
CALCIUM|CHEST DISCOMFORT,2025,3,2859,1710,1554557,0
CALCIUM|CORONARY ARTERY DISEASE,2024,6,922,149,451161,0
CALCIUM|CORONARY ARTERY DISEASE,2025,2,2860,816,1555451,0
CALCIUM|COUGH,2024,10,918,1527,449783,0
CALCIUM|COUGH,2025,15,2847,5653,1550614,0
CALCIUM|DECREASED IMMUNE RESPONSIVENESS,2024,9,919,209,451101,0
CALCIUM|DECREASED IMMUNE RESPONSIVENESS,2025,0,2862,90,1556177,0
CALCIUM|DYSPHONIA,2024,6,922,308,451002,0
CALCIUM|DYSPHONIA,2025,1,2861,1363,1554904,0
CALCIUM|DYSPNOEA,2024,15,913,2655,448655,0
CALCIUM|DYSPNOEA,2025,29,2833,12925,1543342,0
CALCIUM|DYSPNOEA EXERTIONAL,2024,7,921,396,450914,0
CALCIUM|DYSPNOEA EXERTIONAL,2025,2,2860,897,1555370,0
CALCIUM|EATING DISORDER,2024,3,925,63,451247,0
CALCIUM|EATING DISORDER,2025,1,2861,688,1555579,0
CALCIUM|EOSINOPHILIA,2024,6,922,112,451198,0
CALCIUM|EOSINOPHILIA,2025,1,2861,260,1556007,0
CALCIUM|EXOSTOSIS,2024,8,920,1157,450153,0
CALCIUM|EXOSTOSIS,2025,5,2857,2803,1553464,0
CALCIUM|FRACTIONAL EXHALED NITRIC OXIDE INCREASED,2024,6,922,97,451213,0
CALCIUM|FRACTIONAL EXHALED NITRIC OXIDE INCREASED,2025,1,2861,95,1556172,0
CALCIUM|GALLBLADDER DISORDER,2024,3,925,72,451238,0
CALCIUM|GALLBLADDER DISORDER,2025,0,2862,80,1556187,0
CALCIUM|MUSCLE SPASMS,2024,8,920,1795,449515,0
CALCIUM|MUSCLE SPASMS,2025,7,2855,4945,1551322,0
CALCIUM|MYOGLOBIN BLOOD INCREASED,2024,6,922,97,451213,0
CALCIUM|MYOGLOBIN BLOOD INCREASED,2025,1,2861,99,1556168,0
CALCIUM|NASAL DISCOMFORT,2024,3,925,30,451280,0
CALCIUM|NASAL DISCOMFORT,2025,0,2862,56,1556211,0
CALCIUM|NASOPHARYNGITIS,2024,10,918,2336,448974,0
CALCIUM|NASOPHARYNGITIS,2025,26,2836,8217,1548050,0
CALCIUM|NERVOUSNESS,2024,3,925,168,451142,0
CALCIUM|NERVOUSNESS,2025,1,2861,333,1555934,0
CALCIUM|OBSTRUCTIVE AIRWAYS DISORDER,2024,6,922,292,451018,0
CALCIUM|OBSTRUCTIVE AIRWAYS DISORDER,2025,5,2857,1190,1555077,0
CALCIUM|OBSTRUCTIVE SLEEP APNOEA SYNDROME,2024,6,922,122,451188,0
CALCIUM|OBSTRUCTIVE SLEEP APNOEA SYNDROME,2025,1,2861,123,1556144,0
CALCIUM|OCULAR HYPERAEMIA,2024,3,925,151,451159,0
CALCIUM|OCULAR HYPERAEMIA,2025,2,2860,358,1555909,0
CALCIUM|PLANTAR FASCIITIS,2024,6,922,139,451171,0
CALCIUM|PLANTAR FASCIITIS,2025,1,2861,134,1556133,0
CALCIUM|PLATELET COUNT ABNORMAL,2024,3,925,21,451289,0
CALCIUM|PLATELET COUNT ABNORMAL,2025,0,2862,145,1556122,0
CALCIUM|PNEUMOTHORAX,2024,6,922,148,451162,0
CALCIUM|PNEUMOTHORAX,2025,1,2861,240,1556027,0
CALCIUM|RESPIRATORY TRACT INFECTION,2024,3,925,425,450885,1
CALCIUM|RESPIRATORY TRACT INFECTION,2025,9,2853,1025,1555242,1
CALCIUM|RETCHING,2024,6,922,137,451173,1
CALCIUM|RETCHING,2025,6,2856,342,1555925,1
CALCIUM|RHINITIS,2024,3,925,101,451209,0
CALCIUM|RHINITIS,2025,0,2862,142,1556125,0
CALCIUM|SECRETION DISCHARGE,2024,6,922,97,451213,0
CALCIUM|SECRETION DISCHARGE,2025,0,2862,422,1555845,0
CALCIUM|SENSATION OF FOREIGN BODY,2024,6,922,152,451158,1
CALCIUM|SENSATION OF FOREIGN BODY,2025,6,2856,238,1556029,1
CALCIUM|TREMOR,2024,4,924,246,451064,0
CALCIUM|TREMOR,2025,3,2859,2071,1554196,0
CALCIUM|URINARY TRACT INFECTION,2024,5,923,836,450474,0
CALCIUM|URINARY TRACT INFECTION,2025,6,2856,2437,1553830,0
CALCIUM CARBONATE|ASTHMA,2024,7,694,1820,449717,0
CALCIUM CARBONATE|ASTHMA,2025,38,4790,8147,1546154,0
CALCIUM CARBONATE|COUGH,2024,6,695,1531,450006,0
CALCIUM CARBONATE|COUGH,2025,20,4808,5648,1548653,0
CALCIUM CARBONATE|DEATH,2024,4,697,195,451342,0
CALCIUM CARBONATE|DEATH,2025,8,4820,4875,1549426,0
CALCIUM CARBONATE|FONTAN PROCEDURE,2024,4,697,60,451477,0
CALCIUM CARBONATE|FONTAN PROCEDURE,2025,0,4828,0,1554301,0
CALCIUM CARBONATE|HOSPITALISATION,2024,5,696,347,451190,0
CALCIUM CARBONATE|HOSPITALISATION,2025,15,4813,2961,1551340,0
CALCIUM CARBONATE|OBSTRUCTIVE AIRWAYS DISORDER,2024,5,696,293,451244,1
CALCIUM CARBONATE|OBSTRUCTIVE AIRWAYS DISORDER,2025,15,4813,1180,1553121,1
CALCIUM CARBONATE|RECTAL HAEMORRHAGE,2024,3,698,560,450977,0
CALCIUM CARBONATE|RECTAL HAEMORRHAGE,2025,5,4823,1151,1553150,0
CALCIUM CARBONATE|STRESS FRACTURE,2024,4,697,136,451401,0
CALCIUM CARBONATE|STRESS FRACTURE,2025,0,4828,14,1554287,0
